Date,Time,Hdg(@),Tmp1(@C),VFAS(V),A4(V),Curr(A),Fuel(%),Tmp1(@C),RSSI(dB),RxBt(V),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-03-29,15:39:22.380,359.90,23,16.98,4.24,1.1,3,10002,65,5.3,-18,11,-1024,10,-276,1023,0,0,0,-934,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-03-29,15:39:22.860,0.00,24,17.01,4.25,1.2,3,10025,64,5.3,-18,12,-1024,12,-276,1023,0,0,0,-934,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-03-29,15:39:29.580,349.40,26,16.87,4.21,1.2,5,10002,60,5.3,-18,11,-1024,12,-276,1023,0,0,0,-933,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:39:30.070,349.20,26,16.89,4.22,1.2,6,10025,63,5.3,-18,11,-1024,12,-276,1023,0,0,0,-934,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:39:30.570,349.50,26,16.82,4.20,1.2,6,20025,64,5.3,-20,11,-1024,12,-276,1023,0,0,0,-933,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:40:07.890,25.70,32,16.93,4.23,1.2,18,20002,68,5.3,-18,11,-1024,10,-277,1023,0,0,0,-933,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-03-29,15:40:08.380,26.10,33,16.92,4.23,1.2,18,30025,66,5.3,-20,12,-1024,12,-276,1023,0,0,0,-933,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.2
2020-03-29,15:42:26.440,82.90,29,15.47,3.86,1.2,64,10002,61,5.3,-18,12,-1024,10,-276,1023,0,0,0,-933,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:42:26.940,83.10,29,15.46,3.86,1.2,64,10025,65,5.3,-18,12,-1024,10,-276,1023,0,0,0,-933,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:42:27.440,82.70,30,15.43,3.85,1.2,64,20025,62,5.3,-18,11,-1024,10,-277,1023,0,0,0,-934,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:42:27.940,82.90,30,15.40,3.85,1.1,65,20025,68,5.3,-18,11,-1024,10,-276,1023,0,0,0,-934,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:43:06.350,144.40,24,15.03,3.75,1.1,77,30002,39,5.3,-18,11,-1024,10,-277,1023,0,0,0,-933,0,-1,1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:43:08.950,144.40,24,15.11,3.77,1.1,78,20005,40,5.3,-18,12,-1024,10,-277,1023,0,0,0,-934,0,-1,1,-1,-1,0,-1,-1,-1,0x0000000000000200,8.1
2020-03-29,15:43:59.410,54.60,33,15.29,3.82,1.2,95,30002,70,5.3,-18,11,-1024,12,-277,1023,0,0,0,-934,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:45:43.520,359.50,30,17.04,4.26,1.1,7,30001,68,5.3,-20,11,-1024,12,-277,1023,0,0,0,-933,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:45:49.870,359.30,30,17.03,4.25,1.2,9,30002,68,5.3,-18,11,-1024,12,-277,1023,0,0,0,-934,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:45:50.360,359.30,30,17.03,4.25,1.2,9,20001,67,5.3,-18,11,-1024,12,-277,1023,0,0,0,-933,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:47:56.180,61.40,28,15.55,3.88,1.1,51,10002,80,5.3,-18,12,-1024,12,-277,1023,0,0,0,-934,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
2020-03-29,15:47:56.680,61.30,29,15.55,3.88,1.2,51,10025,81,5.3,-18,12,-1024,12,-276,1023,0,0,0,-933,0,-1,-1,0,-1,0,-1,-1,-1,0x0000000000000220,8.1
